query_song_id,query_audio_id,query_title,query_artist,recommended_song_id,recommended_audio_id,recommended_title,recommended_artist,rank,similarity,variant,reason
lyrics_full_01538,1540,1 Thing,Amerie,lyrics_full_02339,2341,Best Song Ever,One Direction,2,0.35988926887512207,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01538,1540,1 Thing,Amerie,lyrics_full_00084,85,C'mon and Get My Love,D Mob with Cathy Dennis,3,0.3442866802215576,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01538,1540,1 Thing,Amerie,lyrics_full_00326,327,Two Princes,Spin Doctors,4,0.3419361114501953,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01538,1540,1 Thing,Amerie,lyrics_full_00469,471,Groove Thang,Zhané,5,0.3369865417480469,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03549,3551,20 Cigarettes,Morgan Wallen,lyrics_full_01487,1489,Mr. Brightside,The Killers,1,0.4082753658294678,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03549,3551,20 Cigarettes,Morgan Wallen,lyrics_full_03217,3219,Sand in My Boots,Morgan Wallen,2,0.4067848324775696,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03549,3551,20 Cigarettes,Morgan Wallen,lyrics_full_02234,2236,Paradise,Coldplay,3,0.384854793548584,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03549,3551,20 Cigarettes,Morgan Wallen,lyrics_full_03285,3287,Ella Baila Sola,Eslabon Armado and Peso Pluma,4,0.3781743049621582,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03549,3551,20 Cigarettes,Morgan Wallen,lyrics_full_01555,1557,As Good as I Once Was,Toby Keith,5,0.3544989228248596,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01944,1946,21 Guns,Green Day,lyrics_full_02831,2833,Natural,Imagine Dragons,1,0.4649849534034729,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01944,1946,21 Guns,Green Day,lyrics_full_01510,1512,Holiday,Green Day,2,0.4086381196975708,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01944,1946,21 Guns,Green Day,lyrics_full_00478,480,Prayer for the Dying,Seal,3,0.3790135383605957,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01944,1946,21 Guns,Green Day,lyrics_full_02749,2751,Sign of the Times,Harry Styles,4,0.3622506856918335,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01944,1946,21 Guns,Green Day,lyrics_full_02802,2804,Pray for Me,The Weeknd and Kendrick Lamar,5,0.3534364700317383,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02336,2338,22,Taylor Swift,lyrics_full_00671,673,This Is Your Night,Amber,1,0.4650880694389343,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02336,2338,22,Taylor Swift,lyrics_full_00548,550,The Rhythm of the Night,Corona,2,0.414939820766449,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02336,2338,22,Taylor Swift,lyrics_full_01141,1143,Turn Off the Light,Nelly Furtado,3,0.3786393404006958,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02336,2338,22,Taylor Swift,lyrics_full_00524,526,Runaway,Janet Jackson,4,0.37596970796585083,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02336,2338,22,Taylor Swift,lyrics_full_00628,630,Sweet Dreams,La Bouche,5,0.3639683723449707,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02678,2680,24K Magic,Bruno Mars,lyrics_full_02082,2084,Raise Your Glass,Pink,1,0.5051001310348511,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02678,2680,24K Magic,Bruno Mars,lyrics_full_02804,2806,Sicko Mode,Travis Scott,2,0.5030304789543152,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02678,2680,24K Magic,Bruno Mars,lyrics_full_00050,51,Praying for Time,George Michael,3,0.37742650508880615,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02678,2680,24K Magic,Bruno Mars,lyrics_full_00888,890,All Star,Smash Mouth,4,0.373283326625824,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02678,2680,24K Magic,Bruno Mars,lyrics_full_01426,1428,On Fire,Lloyd Banks,5,0.35779333114624023,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00724,726,2 Become 1,Spice Girls,lyrics_full_00186,187,Just Another Dream,Cathy Dennis,1,0.40734922885894775,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00724,726,2 Become 1,Spice Girls,lyrics_full_00730,732,Ooh Aah... Just a Little Bit,Gina G,2,0.40218305587768555,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00724,726,2 Become 1,Spice Girls,lyrics_full_00307,308,Dreamlover,Mariah Carey,3,0.39876067638397217,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00724,726,2 Become 1,Spice Girls,lyrics_full_00427,429,Said I Loved You...But I Lied,Michael Bolton,4,0.38225245475769043,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00724,726,2 Become 1,Spice Girls,lyrics_full_00499,501,Kiss from a Rose,Seal,5,0.3801388740539551,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00245,246,2 Legit 2 Quit,Hammer,lyrics_full_02887,2889,Middle Child,J. Cole,1,0.4051398038864136,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00245,246,2 Legit 2 Quit,Hammer,lyrics_full_00044,45,Ice Ice Baby,Vanilla Ice,2,0.38828372955322266,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00245,246,2 Legit 2 Quit,Hammer,lyrics_full_01723,1725,Because of You,Ne-Yo,3,0.36438000202178955,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00245,246,2 Legit 2 Quit,Hammer,lyrics_full_03539,3541,Backup Plan,Bailey Zimmerman and Luke Combs,4,0.3462468981742859,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00245,246,2 Legit 2 Quit,Hammer,lyrics_full_02917,2919,Pure Water,Mustard and Migos,5,0.33921384811401367,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02619,2621,2 Phones,Kevin Gates,lyrics_full_03040,3042,Sum 2 Prove,Lil Baby,1,0.4703172445297241,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02619,2621,2 Phones,Kevin Gates,lyrics_full_02257,2259,Cashin' Out,Cash Out,2,0.4505051374435425,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02619,2621,2 Phones,Kevin Gates,lyrics_full_03483,3485,Nokia,Drake,3,0.44869792461395264,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02619,2621,2 Phones,Kevin Gates,lyrics_full_00454,456,This D.J.,Warren G,4,0.42435234785079956,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02619,2621,2 Phones,Kevin Gates,lyrics_full_01147,1149,Austin,Blake Shelton,5,0.4155532121658325,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01744,1746,2 Step,Unk,lyrics_full_03073,3075,Stay,The Kid Laroi and Justin Bieber,1,0.4780154228210449,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01744,1746,2 Step,Unk,lyrics_full_01761,1763,Rock Yo Hips,Crime Mob and Lil' Scrappy,2,0.4674457311630249,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01744,1746,2 Step,Unk,lyrics_full_01536,1538,Bring Em Out,T.I.,3,0.4114513397216797,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01744,1746,2 Step,Unk,lyrics_full_02986,2988,Ballin',Mustard and Roddy Ricch,4,0.40360379219055176,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01744,1746,2 Step,Unk,lyrics_full_02778,2780,New Rules,Dua Lipa,5,0.39912354946136475,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03480,3482,30 for 30,SZA and Kendrick Lamar,lyrics_full_03410,3412,Type Shit,"Future, Metro Boomin, Travis Scott, and Playboi Carti",1,0.41960883140563965,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03480,3482,30 for 30,SZA and Kendrick Lamar,lyrics_full_03018,3020,We Paid,Lil Baby and 42 Dugg,2,0.41293227672576904,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03480,3482,30 for 30,SZA and Kendrick Lamar,lyrics_full_03329,3331,Tomorrow 2,GloRilla and Cardi B,3,0.3981114625930786,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03480,3482,30 for 30,SZA and Kendrick Lamar,lyrics_full_02990,2992,Bop,DaBaby,4,0.39315366744995117,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03480,3482,30 for 30,SZA and Kendrick Lamar,lyrics_full_01661,1663,Why You Wanna,T.I.,5,0.3869020938873291,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00160,161,3 a.m. Eternal,The KLF,lyrics_full_01528,1530,Speed of Sound,Coldplay,1,0.4069790840148926,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00160,161,3 a.m. Eternal,The KLF,lyrics_full_01867,1869,Boom Boom Pow,The Black Eyed Peas,2,0.39094221591949463,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00160,161,3 a.m. Eternal,The KLF,lyrics_full_01790,1792,So What,Pink,3,0.3541882038116455,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00160,161,3 a.m. Eternal,The KLF,lyrics_full_00295,296,I Will Remember You,Amy Grant,4,0.3369799852371216,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00160,161,3 a.m. Eternal,The KLF,lyrics_full_00285,286,Justified and Ancient,The KLF,5,0.3329726457595825,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01953,1955,3,Britney Spears,lyrics_full_00516,518,You Are Not Alone,Michael Jackson,1,0.34443724155426025,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01953,1955,3,Britney Spears,lyrics_full_01786,1788,Closer,Ne-Yo,2,0.3442075252532959,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01953,1955,3,Britney Spears,lyrics_full_00099,100,Tic-Tac-Toe,Kyper,3,0.33034342527389526,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01953,1955,3,Britney Spears,lyrics_full_01696,1698,Walk It Out,Unk,4,0.3176708221435547,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01953,1955,3,Britney Spears,lyrics_full_00057,58,Something Happened on the Way to Heaven,Phil Collins,5,0.3162219524383545,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00719,721,4 Seasons of Loneliness,Boyz II Men,lyrics_full_00927,929,Please Remember Me,Tim McGraw,1,0.473161518573761,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00719,721,4 Seasons of Loneliness,Boyz II Men,lyrics_full_03448,3450,Wildflower,Billie Eilish,2,0.4361574649810791,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00719,721,4 Seasons of Loneliness,Boyz II Men,lyrics_full_02060,2062,American Honey,Lady Antebellum,3,0.3903241753578186,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00719,721,4 Seasons of Loneliness,Boyz II Men,lyrics_full_02889,2891,Someone You Loved,Lewis Capaldi,4,0.37655675411224365,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00719,721,4 Seasons of Loneliness,Boyz II Men,lyrics_full_00909,911,Summer Girls,LFO,5,0.3764694929122925,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02246,2248,50 Ways to Say Goodbye,Train,lyrics_full_03201,3203,Smokin out the Window,Silk Sonic (Bruno Mars and Anderson .Paak),1,0.40871965885162354,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02246,2248,50 Ways to Say Goodbye,Train,lyrics_full_01375,1377,This Love,Maroon 5,2,0.387164831161499,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02246,2248,50 Ways to Say Goodbye,Train,lyrics_full_03352,3354,Wild as Her,Corey Kent,3,0.3810965418815613,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02246,2248,50 Ways to Say Goodbye,Train,lyrics_full_00986,988,Kryptonite,3 Doors Down,4,0.380140483379364,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02246,2248,50 Ways to Say Goodbye,Train,lyrics_full_02756,2758,Small Town Boy,Dustin Lynch,5,0.37458956241607666,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03226,3228,5 Foot 9,Tyler Hubbard,lyrics_full_02670,2672,Body Like a Back Road,Sam Hunt,1,0.502752959728241,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03226,3228,5 Foot 9,Tyler Hubbard,lyrics_full_03123,3125,The Good Ones,Gabby Barrett,2,0.43731600046157837,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03226,3228,5 Foot 9,Tyler Hubbard,lyrics_full_02915,2917,God's Country,Blake Shelton,3,0.40484464168548584,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03226,3228,5 Foot 9,Tyler Hubbard,lyrics_full_02946,2948,Look What God Gave Her,Thomas Rhett,4,0.39664995670318604,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03226,3228,5 Foot 9,Tyler Hubbard,lyrics_full_00063,64,Free Fallin',Tom Petty,5,0.3772099018096924,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01223,1225,7 Days,Craig David,lyrics_full_01050,1052,Yes!,Chad Brock,1,0.43604934215545654,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01223,1225,7 Days,Craig David,lyrics_full_01147,1149,Austin,Blake Shelton,2,0.4174739122390747,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01223,1225,7 Days,Craig David,lyrics_full_01108,1110,Fill Me In,Craig David,3,0.4055570960044861,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01223,1225,7 Days,Craig David,lyrics_full_00914,916,Sweet Lady,Tyrese,4,0.38131892681121826,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01223,1225,7 Days,Craig David,lyrics_full_03534,3536,Denial Is a River,Doechii,5,0.37663137912750244,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02869,2871,7 Rings,Ariana Grande,lyrics_full_01068,1070,Independent Women Part I,Destiny's Child,1,0.4866049289703369,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02869,2871,7 Rings,Ariana Grande,lyrics_full_03097,3099,On Me,Lil Baby,2,0.40089690685272217,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02869,2871,7 Rings,Ariana Grande,lyrics_full_00021,22,I Wanna Be Rich,Calloway,3,0.3716699481010437,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02869,2871,7 Rings,Ariana Grande,lyrics_full_02867,2869,Wow,Post Malone,4,0.3710375428199768,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02869,2871,7 Rings,Ariana Grande,lyrics_full_00613,615,Loungin,LL Cool J,5,0.3630843162536621,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01858,1860,7 Things,Miley Cyrus,lyrics_full_00828,830,We're Not Making Love No More,Dru Hill,1,0.43492186069488525,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01858,1860,7 Things,Miley Cyrus,lyrics_full_00456,458,Keep Ya Head Up,2Pac,2,0.4163095951080322,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01858,1860,7 Things,Miley Cyrus,lyrics_full_03178,3180,ABCDEFU,Gayle,3,0.39606213569641113,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01858,1860,7 Things,Miley Cyrus,lyrics_full_00271,272,Everything About You,Ugly Kid Joe,4,0.38329702615737915,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01858,1860,7 Things,Miley Cyrus,lyrics_full_02502,2504,Jealous,Nick Jonas,5,0.3821268677711487,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02574,2576,7 Years,Lukas Graham,lyrics_full_01149,1151,Grown Men Don't Cry,Tim McGraw,1,0.5770477056503296,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
