SONG_TITLE,ARTIST_NAME,Billboard_Year,Billboard_Rank,HitScore
Escapism,Raye featuring 070 Shake,2023,48,0.53
Un x100to,Grupo Frontera and Bad Bunny,2023,49,0.52
Until I Found You,Stephen Sanchez,2023,50,0.51
Shirt,SZA,2023,51,0.5
Paint the Town Red,Doja Cat,2023,52,0.49
Made You Look,Meghan Trainor,2023,53,0.48
Wait in the Truck,Hardy featuring Lainey Wilson,2023,54,0.47
All I Want for Christmas Is You,Mariah Carey,2023,55,0.46
Everything I Love,Morgan Wallen,2023,56,0.45
Chemical,Post Malone,2023,57,0.44
Heart Like a Truck,Lainey Wilson,2023,58,0.43
"Going, Going, Gone",Luke Combs,2023,59,0.42
Rockin' Around the Christmas Tree,Brenda Lee,2023,60,0.41
Dancin' in the Country,Tyler Hubbard,2023,61,0.4
Daylight,David Kushner,2023,62,0.39
Lift Me Up,Rihanna,2023,63,0.38
Eyes Closed,Ed Sheeran,2023,64,0.37
TQG,Karol G and Shakira,2023,65,0.36
Try That in a Small Town,Jason Aldean,2023,66,0.35
Tennessee Orange,Megan Moroney,2023,67,0.34
Jingle Bell Rock,Bobby Helms,2023,68,0.33
Princess Diana,Ice Spice and Nicki Minaj,2023,69,0.32
Tomorrow 2,GloRilla and Cardi B,2023,70,0.31
A Holly Jolly Christmas,Burl Ives,2023,71,0.3
Where She Goes,Bad Bunny,2023,72,0.29
Bebe Dame,Fuerza Regida and Grupo Frontera,2023,73,0.28
I Remember Everything,Zach Bryan featuring Kacey Musgraves,2023,74,0.27
I Like You (A Happier Song),Post Malone featuring Doja Cat,2023,75,0.26
What It Is (Block Boy),Doechii featuring Kodak Black,2023,76,0.25
Nobody Gets Me,SZA,2023,77,0.24
Rich Men North of Richmond,Oliver Anthony Music,2023,78,0.23
Super Freaky Girl,Nicki Minaj,2023,79,0.22
Dial Drunk,Noah Kahan and Post Malone,2023,80,0.21
What Was I Made For?,Billie Eilish,2023,81,0.2
Seven,Jung Kook featuring Latto,2023,82,0.19
Wait for U,Future featuring Drake and Tems,2023,83,0.18
Last Christmas,Wham!,2023,84,0.17
Handle on You,Parker McCollum,2023,85,0.16
Por Las Noches,Peso Pluma,2023,86,0.15
Memory Lane,Old Dominion,2023,87,0.14
Area Codes,Kaliii,2023,88,0.13
Bury Me in Georgia,Kane Brown,2023,89,0.12
PRC,Peso Pluma and Natanael Cano,2023,90,0.11
What My World Spins Around,Jordan Davis,2023,91,0.1
Ain't That Some,Morgan Wallen,2023,92,0.09
Wild as Her,Corey Kent,2023,93,0.08
Peaches & Eggplants,Young Nudy featuring 21 Savage,2023,94,0.07
I Wrote the Book,Morgan Wallen,2023,95,0.06
"Bzrp Music Sessions, Vol. 53",Bizarrap and Shakira,2023,96,0.05
Meltdown,Travis Scott featuring Drake,2023,97,0.04
Put It on da Floor Again,Latto featuring Cardi B,2023,98,0.03
Bloody Mary,Lady Gaga,2023,99,0.02
Watermelon Moonshine,Lainey Wilson,2023,100,0.01
Lose Control,Teddy Swims,2024,1,1.0
A Bar Song (Tipsy),Shaboozey,2024,2,0.99
Beautiful Things,Benson Boone,2024,3,0.98
I Had Some Help,Post Malone featuring Morgan Wallen,2024,4,0.97
Lovin on Me,Jack Harlow,2024,5,0.96
Not Like Us,Kendrick Lamar,2024,6,0.95
Espresso,Sabrina Carpenter,2024,7,0.94
Million Dollar Baby,Tommy Richman,2024,8,0.93
I Remember Everything,Zach Bryan featuring Kacey Musgraves,2024,9,0.92
Too Sweet,Hozier,2024,10,0.91
Stick Season,Noah Kahan,2024,11,0.9
Cruel Summer,Taylor Swift,2024,12,0.89
Greedy,Tate McRae,2024,13,0.88
Like That,"Future, Metro Boomin and Kendrick Lamar",2024,14,0.87
Birds of a Feather,Billie Eilish,2024,15,0.86
Please Please Please,Sabrina Carpenter,2024,16,0.85
Agora Hills,Doja Cat,2024,17,0.84
"Good Luck, Babe!",Chappell Roan,2024,18,0.83
Saturn,SZA,2024,19,0.82
Snooze,SZA,2024,20,0.81
Paint the Town Red,Doja Cat,2024,21,0.8
Fortnight,Taylor Swift featuring Post Malone,2024,22,0.79
Fast Car,Luke Combs,2024,23,0.78
Water,Tyla,2024,24,0.77
Feather,Sabrina Carpenter,2024,25,0.76
We Can't Be Friends (Wait for Your Love),Ariana Grande,2024,26,0.75
Austin,Dasha,2024,27,0.74
Last Night,Morgan Wallen,2024,28,0.73
Cowgirls,Morgan Wallen featuring Ernest,2024,29,0.72
Pink Skies,Zach Bryan,2024,30,0.71
Thinkin' Bout Me,Morgan Wallen,2024,31,0.7
Texas Hold 'Em,Beyoncé,2024,32,0.69
Is It Over Now?,Taylor Swift,2024,33,0.68
Miles on It,Marshmello and Kane Brown,2024,34,0.67
I Can Do It with a Broken Heart,Taylor Swift,2024,35,0.66
Wild Ones,Jessie Murph and Jelly Roll,2024,36,0.65
Ain't No Love in Oklahoma,Luke Combs,2024,37,0.64
Carnival,¥$ (Kanye West and Ty Dolla Sign) featuring Rich the Kid and Playboi Carti,2024,38,0.63
Houdini,Eminem,2024,39,0.62
Wanna Be,GloRilla and Megan Thee Stallion,2024,40,0.61
Slow It Down,Benson Boone,2024,41,0.6
Redrum,21 Savage,2024,42,0.59
Houdini,Dua Lipa,2024,43,0.58
Yeah Glo!,GloRilla,2024,44,0.57
Rich Baby Daddy,Drake featuring Sexyy Red and SZA,2024,45,0.56
What Was I Made For?,Billie Eilish,2024,46,0.55
End of Beginning,Djo,2024,47,0.54
Lunch,Billie Eilish,2024,48,0.53
Never Lose Me,Flo Milli,2024,49,0.52
Lies Lies Lies,Morgan Wallen,2024,50,0.51
Type Shit,"Future, Metro Boomin, Travis Scott, and Playboi Carti",2024,51,0.5
Gata Only,FloyyMenor and Cris MJ,2024,52,0.49
Hot to Go!,Chappell Roan,2024,53,0.48
All I Want for Christmas Is You,Mariah Carey,2024,54,0.47
Get It Sexyy,Sexyy Red,2024,55,0.46
Made for Me,Muni Long,2024,56,0.45
Vampire,Olivia Rodrigo,2024,57,0.44
Whatever She Wants,Bryson Tiller,2024,58,0.43
Rockin' Around the Christmas Tree,Brenda Lee,2024,59,0.42
Pretty Little Poison,Warren Zeiders,2024,60,0.41
First Person Shooter,Drake featuring J. Cole,2024,61,0.4
Die with a Smile,Lady Gaga and Bruno Mars,2024,62,0.39
I Like the Way You Kiss Me,Artemas,2024,63,0.38
Need a Favor,Jelly Roll,2024,64,0.37
Save Me,Jelly Roll featuring Lainey Wilson,2024,65,0.36
Euphoria,Kendrick Lamar,2024,66,0.35
Truck Bed,Hardy,2024,67,0.34
Jingle Bell Rock,Bobby Helms,2024,68,0.33
Flowers,Miley Cyrus,2024,69,0.32
Where the Wild Things Are,Luke Combs,2024,70,0.31
Everybody,Nicki Minaj featuring Lil Uzi Vert,2024,71,0.3
La Diabla,Xavi,2024,72,0.29
Stargazing,Myles Smith,2024,73,0.28
Last Christmas,Wham!,2024,74,0.27
I Am Not Okay,Jelly Roll,2024,75,0.26
Pour Me a Drink,Post Malone featuring Blake Shelton,2024,76,0.25
White Horse,Chris Stapleton,2024,77,0.24
Lil Boo Thang,Paul Russell,2024,78,0.23
Good Good,"Usher, Summer Walker and 21 Savage",2024,79,0.22
Act II: Date @ 8,4Batz and Drake,2024,80,0.21
High Road,Koe Wetzel featuring Jessie Murph,2024,81,0.2
Monaco,Bad Bunny,2024,82,0.19
IDGAF,Drake featuring Yeat,2024,83,0.18
Burn It Down,Parker McCollum,2024,84,0.17
FukUMean,Gunna,2024,85,0.16
Taste,Sabrina Carpenter,2024,86,0.15
Where It Ends,Bailey Zimmerman,2024,87,0.14
FTCU,Nicki Minaj,2024,88,0.13
Wildflower,Billie Eilish,2024,89,0.12
World on Fire,Nate Smith,2024,90,0.11
On My Mama,Victoria Monét,2024,91,0.1
"Yes, And?",Ariana Grande,2024,92,0.09
Exes,Tate McRae,2024,93,0.08
A Holly Jolly Christmas,Burl Ives,2024,94,0.07
Wind Up Missin' You,Tucker Wetmore,2024,95,0.06
Bulletproof,Nate Smith,2024,96,0.05
Fe!n,Travis Scott featuring Playboi Carti,2024,97,0.04
The Painter,Cody Johnson,2024,98,0.03
Down Bad,Taylor Swift,2024,99,0.02
Dance the Night,Dua Lipa,2024,100,0.01
Die with a Smile,Lady Gaga and Bruno Mars,2025,1,1.0
Luther,Kendrick Lamar and SZA,2025,2,0.99
A Bar Song (Tipsy),Shaboozey,2025,3,0.98
Lose Control,Teddy Swims,2025,4,0.97
Birds of a Feather,Billie Eilish,2025,5,0.96
Beautiful Things,Benson Boone,2025,6,0.95
Ordinary,Alex Warren,2025,7,0.94
I Had Some Help,Post Malone featuring Morgan Wallen,2025,8,0.93
APT.,Rosé and Bruno Mars,2025,9,0.92
Pink Pony Club,Chappell Roan,2025,10,0.91
Love Somebody,Morgan Wallen,2025,11,0.9
Espresso,Sabrina Carpenter,2025,12,0.89
I'm the Problem,Morgan Wallen,2025,13,0.88
That's So True,Gracie Abrams,2025,14,0.87
TV Off,Kendrick Lamar featuring Lefty Gunplay,2025,15,0.86
Timeless,The Weeknd and Playboi Carti,2025,16,0.85
Not Like Us,Kendrick Lamar,2025,17,0.84
Just in Case,Morgan Wallen,2025,18,0.83
Taste,Sabrina Carpenter,2025,19,0.82
Squabble Up,Kendrick Lamar,2025,20,0.81
30 for 30,SZA and Kendrick Lamar,2025,21,0.8
Mutt,Leon Thomas,2025,22,0.79
Good News,Shaboozey,2025,23,0.78
Nokia,Drake,2025,24,0.77
Golden,"Huntrix: Ejae, Audrey Nuna and Rei Ami",2025,25,0.76
Wildflower,Billie Eilish,2025,26,0.75
What I Want,Morgan Wallen featuring Tate McRae,2025,27,0.74
Messy,Lola Young,2025,28,0.73
Stargazing,Myles Smith,2025,29,0.72
Love Me Not,Ravyn Lenae,2025,30,0.71
"Good Luck, Babe!",Chappell Roan,2025,31,0.7
No One Noticed,The Marías,2025,32,0.69
All the Way,BigXthaPlug featuring Bailey Zimmerman,2025,33,0.68
Too Sweet,Hozier,2025,34,0.67
Worst Way,Riley Green,2025,35,0.66
Sailor Song,Gigi Perez,2025,36,0.65
Sorry I'm Here for Someone Else,Benson Boone,2025,37,0.64
Manchild,Sabrina Carpenter,2025,38,0.63
Anxiety,Doechii,2025,39,0.62
I Got Better,Morgan Wallen,2025,40,0.61
Sticky,"Tyler, the Creator featuring GloRilla, Sexyy Red and Lil Wayne",2025,41,0.6
Undressed,Sombr,2025,42,0.59
I Never Lie,Zach Top,2025,43,0.58
Back to Friends,Sombr,2025,44,0.57
Bed Chem,Sabrina Carpenter,2025,45,0.56
Sports Car,Tate McRae,2025,46,0.55
Mystical Magical,Benson Boone,2025,47,0.54
Whatchu Kno About Me,GloRilla and Sexyy Red,2025,48,0.53
Indigo,Sam Barber featuring Avery Anna,2025,49,0.52
Please Please Please,Sabrina Carpenter,2025,50,0.51
DTMF,Bad Bunny,2025,51,0.5
Blue Strips,Jessie Murph,2025,52,0.49
Peekaboo,Kendrick Lamar featuring AzChike,2025,53,0.48
Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo and Samuil Lee",2025,54,0.47
High Road,Koe Wetzel featuring Jessie Murph,2025,55,0.46
Abracadabra,Lady Gaga,2025,56,0.45
Who,Jimin,2025,57,0.44
Burning Blue,Mariah the Scientist,2025,58,0.43
All I Want for Christmas Is You,Mariah Carey,2025,59,0.42
Daisies,Justin Bieber,2025,60,0.41
Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo and Samuil Lee",2025,61,0.4
Like Him,"Tyler, the Creator featuring Lola Young",2025,62,0.39
Residuals,Chris Brown,2025,63,0.38
Smile,Morgan Wallen,2025,64,0.37
Last Christmas,Wham!,2025,65,0.36
Am I Okay?,Megan Moroney,2025,66,0.35
Rockin' Around the Christmas Tree,Brenda Lee,2025,67,0.34
How It's Done,"Huntrix: Ejae, Audrey Nuna and Rei Ami",2025,68,0.33
Happen to Me,Russell Dickerson,2025,69,0.32
Baile Inolvidable,Bad Bunny,2025,70,0.31
Weren't for the Wind,Ella Langley,2025,71,0.3
I Ain't Comin' Back,Morgan Wallen featuring Post Malone,2025,72,0.29
Cry for Me,The Weeknd,2025,73,0.28
Bad Dreams,Teddy Swims,2025,74,0.27
Denial Is a River,Doechii,2025,75,0.26
BMF,SZA,2025,76,0.25
Eoo,Bad Bunny,2025,77,0.24
I'm Gonna Love You,Cody Johnson and Carrie Underwood,2025,78,0.23
I Am Not Okay,Jelly Roll,2025,79,0.22
Backup Plan,Bailey Zimmerman and Luke Combs,2025,80,0.21
Jingle Bell Rock,Bobby Helms,2025,81,0.2
Revolving Door,Tate McRae,2025,82,0.19
What It Sounds Like,"Huntrix: Ejae, Audrey Nuna and Rei Ami",2025,83,0.18
Hard Fought Hallelujah,Brandon Lake and Jelly Roll,2025,84,0.17
Somebody Loves Me,PartyNextDoor and Drake,2025,85,0.16
Liar,Jelly Roll,2025,86,0.15
Tu Boda,Óscar Maydon and Fuerza Regida,2025,87,0.14
After All the Bars Are Closed,Thomas Rhett,2025,88,0.13
Nuevayol,Bad Bunny,2025,89,0.12
20 Cigarettes,Morgan Wallen,2025,90,0.11
Rather Lie,Playboi Carti and the Weeknd,2025,91,0.1
Free,Ejae and Andrew Choi,2025,92,0.09
Takedown,"Huntrix: Ejae, Audrey Nuna and Rei Ami",2025,93,0.08
Heart of a Woman,Summer Walker,2025,94,0.07
House Again,Hudson Westbrook,2025,95,0.06
Dark Thoughts,Lil Tecca,2025,96,0.05
No Pole,Don Toliver,2025,97,0.04
Folded,Kehlani,2025,98,0.03
Superman,Morgan Wallen,2025,99,0.02
Loco,Netón Vega,2025,100,0.01
